search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2022199266-A1,Systems and methods for using machine learning with epidemiological modeling ,"DataRobot, Inc.","Jeremy Achin, Earl Jared Shamwell, Michael Schmidt, Mackenzie Heiser, Patrick Farrell, Matt Nitzken, Jared Bowns, Nathan Cameron, Adam Beairsto, Jay Schuren, Mohak Saxena",2020-12-10,2021-12-09,2022-06-23,,https://patents.google.com/patent/US20220199266A1/en,https://patentimages.storage.googleapis.com/a1/09/e3/3222a445c97466/US20220199266A1-20220623-D00000.png
US-2023298365-A1,Image-based kitchen tracking system with metric management and kitchen display system (kds) integration ,Agot Co.,"Evan DeSantola, Alex Litzenberger, Rassoul Mesbah, Prashasti Sar",2021-03-12,2023-01-20,2023-09-21,,https://patents.google.com/patent/US20230298365A1/en,https://patentimages.storage.googleapis.com/9b/a9/67/a66ae6e8a18258/US20230298365A1-20230921-D00000.png
US-2019333127-A1,Production and service of a rearrangeable mattress ,Ahhfactor LLC,Christopher E. Nolte,2018-04-27,2018-04-27,2019-10-31,,https://patents.google.com/patent/US20190333127A1/en,https://patentimages.storage.googleapis.com/63/09/88/0bc8cde928f3f1/US20190333127A1-20191031-D00000.png
US-2022405619-A1,Intelligent updating and data processing for deployed machine learning models ,"Cerner Innovation, Inc.","Uttam B. Ramamurthy, David Dellsperger, Christopher S. Finn, Brandon Davis, James Gritter, Stephen Patel, Maulik Gandhi, Adam Sabaliauskas",2021-06-22,2021-06-22,2022-12-22,,https://patents.google.com/patent/US20220405619A1/en,https://patentimages.storage.googleapis.com/2e/9d/de/14d5e4216bc18e/US20220405619A1-20221222-D00000.png
JP-2017525970-A,Means and methods for diagnosing heart failure in a subject ,"メタノミクス ゲーエムベーハー, メタノミクス  ゲーエムベーハー, ルプレヒト−カールス−ウニベルジテート ハイデルベルク, ルプレヒト−カールス−ウニベルジテート  ハイデルベルク","シャッツ，フィリップ, ヴィット，ヘニング, ドストラー，マルティン, カルバリョ，スーザン, ペーター，エリック, テルヌ，フィリップ, マッペス，フィリップ, ディルク デュンゲン，ハンス, ディルク デュンゲン，ハンス, ダニエル トリッペル，トビアス, ダニエル トリッペル，トビアス, タヒロヴィッチ，エルヴィス, カトゥス，ヒューゴ, フライ，ノルベルト, ヴァイス，タンヤ",2014-09-01,2015-09-01,2017-09-07,,https://patents.google.com/patent/JP2017525970A/en,
KR-20230035061-A,HPK1 inhibitors and uses thereof ,치루 레고르 테라퓨틱스 인코포레이티드,"웬지 종, 샤오티안 주, 송 펭, 레이 우, 웨이 후앙, 하오 리우, 롱치앙 리우, 케이트 신 웬, 후아 조우",2019-07-04,2021-07-02,2023-03-10,,https://patents.google.com/patent/KR20230035061A/en,
EA-017014-B1,Personal data portal on a pstn and online home with virtual rooms and objects ,"Сейдж Коннекс, Ллк",Дональд Томас Хьюстон,2008-02-22,2009-02-23,2012-09-28,,https://patents.google.com/patent/EA017014B1/en,
CN-115889059-A,Workpiece water-based paint coating production line and process ,上海中联重科桩工机械有限公司,"李海微, 尚玉, 张�浩",2022-12-02,2022-12-02,2023-04-04,,https://patents.google.com/patent/CN115889059A/en,https://patentimages.storage.googleapis.com/be/8a/0e/1e66b11fd546b9/HDA0003977083180000011.png
US-2019328150-A1,Rearrangeable mattress ,Ahhfactor LLC,"Christopher E. Nolte, Thomas J. Metz, Kathy Thornton-Bias",2018-04-27,2018-04-27,2019-10-31,,https://patents.google.com/patent/US20190328150A1/en,https://patentimages.storage.googleapis.com/bc/86/01/8c96b8735bbf8b/US20190328150A1-20191031-D00000.png
US-2021049514-A1,Methods and systems for using artificial intelligence to analyze user activity data ,"Kpn Innovations, Llc.",Kenneth Neumann,2019-08-05,2020-11-03,2021-02-18,,https://patents.google.com/patent/US20210049514A1/en,https://patentimages.storage.googleapis.com/cb/1d/47/cdee086bf5e41f/US20210049514A1-20210218-D00000.png
CN-117980784-A,Friction frame for drilling operation ,吉奥奎斯特系统公司,"P·古塔罗维, L·瓦莱",2021-08-06,2022-08-05,2024-05-03,,https://patents.google.com/patent/CN117980784A/en,
US-2014088939-A1,Evaluation of animal products based on customized models ,Agridigit Inc,Dany Garant,2011-05-02,2012-05-02,2014-03-27,,https://patents.google.com/patent/US20140088939A1/en,https://patentimages.storage.googleapis.com/c4/0b/33/1f54e2d386f913/US20140088939A1-20140327-D00000.png
WO-2022088421-A1,Quick-building-type test laboratory for medical test ,"深圳华大基因股份有限公司, 华大基因健康科技(香港)有限公司","尹烨, 唐美芳, 曾昊, 黄天逊, 索曼, 张东, 刘星, 陈戊荣, 李宁, 李雯琪, 曹苏杰",2020-11-02,2020-12-15,2022-05-05,,https://patents.google.com/patent/WO2022088421A1/en,https://patentimages.storage.googleapis.com/f1/90/94/e0134ca03f531c/PCTCN2020136382-appb-300001.png
US-11107160-B2,Referential data structures for automatically updating asset attributes in real time based on streaming data ,"Dearborn Financial, Inc.",Michael B. ROHLFS,2020-10-13,2020-10-13,2021-08-31,2021-08-31,https://patents.google.com/patent/US11107160B2/en,https://patentimages.storage.googleapis.com/9c/e7/c8/0a3be45068fc79/US11107160-20210831-D00000.png
CN-113247508-B,"Robot avoiding method, control terminal and automatic cargo sorting system ","深圳市海柔创新科技有限公司, 深圳市库宝软件有限公司","朱开磊, 喻润方, 李宝",2021-05-14,2021-05-14,2023-04-18,2023-04-18,https://patents.google.com/patent/CN113247508B/en,https://patentimages.storage.googleapis.com/3a/48/04/af1f1d83ed6b0a/HDA0003066699500000011.png
US-2011295646-A1,Service delivery management for brokered service delivery of service groups ,Sap Ag,Alistair P. Barros,2010-05-26,2010-05-26,2011-12-01,,https://patents.google.com/patent/US20110295646A1/en,https://patentimages.storage.googleapis.com/08/7f/55/85841e45466ad3/US20110295646A1-20111201-D00000.png
US-2023346477-A1,Methods and systems for real-time robotic surgical assistance in an operating room ,Ix Innovation Llc,"Jeffrey Roh, Justin Esterberg, John Cronin, Seth Cronin, Michael John Baker",2022-04-27,2022-09-01,2023-11-02,,https://patents.google.com/patent/US20230346477A1/en,https://patentimages.storage.googleapis.com/ca/65/b8/6fb98ef16d4780/US20230346477A1-20231102-D00000.png
US-11367116-B1,System and method for automatic product matching ,"Staples, Inc.","Nitin Verma, Randall L Cogill, Michael Bhaskaran",2018-12-11,2019-02-28,2022-06-21,2022-06-21,https://patents.google.com/patent/US11367116B1/en,https://patentimages.storage.googleapis.com/70/25/f0/8bf0dfdeacd53d/US11367116-20220621-D00000.png
EP-3494235-A1,Swarm intelligence-enhanced diagnosis and therapy selection for cancer using tumor- educated platelets ,Stichting VUmc,"Thomas Wurdinger, Myron Ghislain BEST",2017-02-17,2018-02-19,2019-06-12,,https://patents.google.com/patent/EP3494235A1/en,
CN-117298254-A,CHOLIX toxin-derived fusion molecules for oral delivery of biologically active cargo ,应用分子转运公司,"兰德尔·J·米斯尼, 塔希尔·玛穆德",2014-05-07,2015-05-07,2023-12-29,,https://patents.google.com/patent/CN117298254A/en,
CN-117391333-A,"Scheduling method, system and storage medium for workshop part production ",深圳联友科技有限公司,雷阳,2023-09-14,2023-09-14,2024-01-12,,https://patents.google.com/patent/CN117391333A/en,
US-2023036730-A1,Tokenization of expert time for soft skill development ,"Glf Consulting Fz, Llc",Sallyann Della Casa,2018-07-22,2022-10-12,2023-02-02,,https://patents.google.com/patent/US20230036730A1/en,https://patentimages.storage.googleapis.com/2c/7c/e9/a6d25496f414b6/US20230036730A1-20230202-D00000.png
EP-3076962-A1,Modulating ferroptosis and treating excitotoxic disorders ,The Trustees of Columbia University in the City of New York,"Brent R. Stockwell, Rachid SKOUTA, Scott Dixon",2013-12-02,2014-12-01,2016-10-12,,https://patents.google.com/patent/EP3076962A1/en,
US-2021226990-A1,Automatic detection and prevention of injection attacks ,"Cisco Technology, Inc.","Nandakumar Devi, Priya, Shrenik JAIN",2020-01-17,2020-01-17,2021-07-22,,https://patents.google.com/patent/US20210226990A1/en,https://patentimages.storage.googleapis.com/ab/19/7a/c8da4126fd4e91/US20210226990A1-20210722-D00000.png
CN-112904370-A,Multi-view deep neural network for lidar sensing ,辉达公司,"N·斯莫良斯基, R·奥迪家, 陈珂, A·波波夫, J·佩瑟尔, I·埃登, T·韦克尔, D·韦尔, R·巴尔加瓦, D·尼斯特",2019-11-15,2020-11-13,2021-06-04,,https://patents.google.com/patent/CN112904370A/en,https://patentimages.storage.googleapis.com/21/13/5c/2ee26bb374a475/HDA0002778235440000011.png
CN-108697705-A,combination product ,利物浦热带医学院,"詹卡洛·A·比亚吉尼, 斯蒂芬·A·沃德, 杰玛·L·尼克松, 保罗·M·奥尼尔",2015-12-16,2016-12-16,2018-10-23,,https://patents.google.com/patent/CN108697705A/en,
JP-2012508242-A,Leptin compositions and methods for treating progressive cognitive impairment resulting from neurofibrillary tangles and amyloid beta accumulation ,"ニコラオス テザプシディス, スティーブン  ジェイ グレコ, マーク スミス","ニコラオス テザプシディス, スティーブン  ジェイ グレコ, マーク スミス",2008-11-04,2009-11-04,2012-04-05,,https://patents.google.com/patent/JP2012508242A/en,https://patentimages.storage.googleapis.com/34/38/5a/a7288102668469/2012508242-5.png
KR-20230056013-A,Control of Modular Arm-End Tooling for Robotic Manipulators ,"킨드레드 시스템즈 인크., 오카도 이노베이션 리미티드","준 정, 사라 보이치에쇼프스키, 니콜라스 키스, 신디 예, 라이언 딕, 준 송, 케빈 조지, 아드리안 마틴, 브라이언 휘팅턴, 줄리안 빌렐라, 스테판 위출라, 데이비드 핼록",2019-07-16,2021-07-16,2023-04-26,,https://patents.google.com/patent/KR20230056013A/en,https://patentimages.storage.googleapis.com/67/44/b5/c2de6118ad7d6b/pct00001.png
CN-113825831-A,Microfluidic device and method for cell culture ,纽索思创新有限公司,"罗伯特·欧内斯特·诺尔东, 奥斯蒙德·孙·殷·劳",2019-05-13,2020-05-13,2021-12-21,,https://patents.google.com/patent/CN113825831A/en,https://patentimages.storage.googleapis.com/97/e4/73/ab6651e83224b2/HDA0003351344100000011.png
BR-112014032429-B1,drill pipe mountable well cleaning tool mechanism and method for cleaning a well ,Odfjell Well Services Norway As,"Simon Leiper, Kevin Robertson",2012-06-27,2013-06-26,2020-12-22,,https://patents.google.com/patent/BR112014032429B1/en,https://patentimages.storage.googleapis.com/9a/1b/78/f3b619a80d73e1/img0007.png
US-2009171758-A1,Architectural design for physical inventory application software ,"Shai Alfandary, Jochen Hirth, Wilmes Martin J, Jens Freund, Gerd Moosmann","Shai Alfandary, Jochen Hirth, Martin J. Wilmes, Jens Freund, Gerd Moosmann",2007-12-31,2007-12-31,2009-07-02,,https://patents.google.com/patent/US20090171758A1/en,https://patentimages.storage.googleapis.com/8b/dc/e5/caea42c24a6fb3/US20090171758A1-20090702-D00000.png
CN-107274320-A,The solution that medical institutions of grass-roots community combined type is built ,"李思思, 高华","李思思, 任予生, 李大治, 祝贺宇, 柳桃, 韩思远, 高艺歌",2017-07-24,2017-07-24,2017-10-20,,https://patents.google.com/patent/CN107274320A/en,
TW-I792292-B,Architecture for a hardware based explainable neural network ,馬爾他商優奈有限公司,"安杰羅 達利, 慕埃羅 皮爾羅恩",2020-05-01,2021-04-30,2023-02-11,2023-02-11,https://patents.google.com/patent/TWI792292B/en,https://patentimages.storage.googleapis.com/66/04/a5/b5f5c669d69acf/110115781-A0305-03-0001-1.png
JP-2008500784-A,Terrorism communication system and device ,リチャード  ジー ジョンソン,リチャード  ジー ジョンソン,2004-05-27,2005-05-26,2008-01-10,,https://patents.google.com/patent/JP2008500784A/en,https://patentimages.storage.googleapis.com/d1/12/a9/c6ce3e867e8ddd/2008500784-4.png
US-11210721-B1,Converting items into vectors to determine optimized locations ,"Square, Inc.","David Feng, Christopher Skeels",2018-10-15,2018-10-15,2021-12-28,2021-12-28,https://patents.google.com/patent/US11210721B1/en,https://patentimages.storage.googleapis.com/c5/5e/3c/448c3e14bfac83/US11210721-20211228-D00000.png
TW-200906849-A,Natriuretic fusion proteins ,"Boehringer Ingelheim Int, Syntonix Pharmaceuticals Inc","Keith Canada, Uwe Schoenbeck, Eugene R Hickey, Adam Mezo, Kevin Mcdonnell",2007-06-06,2008-06-05,2009-02-16,,https://patents.google.com/patent/TW200906849A/en,
US-2023252224-A1,Systems and methods for machine content generation ,Bao Tran,Bao Tran,2021-01-22,2023-02-28,2023-08-10,,https://patents.google.com/patent/US20230252224A1/en,https://patentimages.storage.googleapis.com/17/87/10/e5394e268e1d20/US20230252224A1-20230810-D00000.png
WO-2021083977-A1,Biomarkers and uses thereof for diagnosing the silent phase of alzheimer's disease ,Agent,"Jérôme BRAUDEAU, Baptiste BILLOIR, Benoît SOUCHET, Alkéos MICHAÏL",2019-10-28,2020-10-28,2021-05-06,,https://patents.google.com/patent/WO2021083977A1/en,
CN-218778379-U,A hacking machine for goods letter sorting ,于殿斌,于殿斌,2022-09-27,2022-09-27,2023-03-31,2023-03-31,https://patents.google.com/patent/CN218778379U/en,https://patentimages.storage.googleapis.com/40/6c/ff/6c4ec162d46454/HDA0003867730270000011.png
US-2023220313-A1,Composition and method for inactivating a virus ,"Andrew Simon Goldsborough, Malcolm Robert Bates, RNAssist Limited","Andrew Simon Goldsborough, Malcolm Robert Bates",2020-04-10,2021-04-12,2023-07-13,,https://patents.google.com/patent/US20230220313A1/en,https://patentimages.storage.googleapis.com/33/d0/43/ba05d19f8418a4/US20230220313A1-20230713-D00000.png
US-2012200423-A1,Outage Prediction With Next Generation Smart Grid ,Avista Corporation,"Joshua Dominic DiLuciano, Erik Jon Lee, Robert David Cloward, Allen Glenn Cousins",2011-02-08,2011-02-08,2012-08-09,,https://patents.google.com/patent/US20120200423A1/en,https://patentimages.storage.googleapis.com/a3/63/2f/7ac1912d0ef8d1/US20120200423A1-20120809-D00000.png
US-2019019128-A1,Computer-implemented system and method for managing pilot car escorts for oversized cargo ground shipping ,"USAOversized.com, LLC","Kenneth R. Fox, JR., Kenneth Henkes, Michael Preston",2017-07-13,2017-07-13,2019-01-17,,https://patents.google.com/patent/US20190019128A1/en,https://patentimages.storage.googleapis.com/d1/a3/f9/f6fc43a347a5df/US20190019128A1-20190117-D00000.png
US-11954609-B2,Optimizing and reducing redundant dispatch tickets via network knowledge graph ,"At&T Intellectual Property I, L.P.","Vijayan Nagarajan, Abhay Dabholkar, Parth Sutaria",2020-03-30,2020-03-30,2024-04-09,2024-04-09,https://patents.google.com/patent/US11954609B2/en,https://patentimages.storage.googleapis.com/43/14/f4/bcd1bb74967901/US11954609-20240409-D00000.png
CN-104207755-A,Wearable heart rate monitor ,飞比特公司,"谢尔顿·杰骄·袁, 洪廷旭",2013-06-03,2014-06-03,2014-12-17,,https://patents.google.com/patent/CN104207755A/en,
US-2022237930-A1,Cell age classification and drug screening ,"Fountain Therapeutics, Inc., The Board Of Trustees Of The Leland Stanford Junior University","Thomas A. Rando, Joe RODGERS, Hiu Tung Cheung, Kirsten OBERNIER, Fabian ORTEGA, Ryan ZARCONE",2019-08-21,2022-02-17,2022-07-28,,https://patents.google.com/patent/US20220237930A1/en,https://patentimages.storage.googleapis.com/97/8d/53/90a8783cce1468/US20220237930A1-20220728-D00000.png
WO-2009003231-A1,"Tagging systems, methods and apparatus ",Mems-Id Pty Ltd,Ronald Zmood,2007-07-02,2008-07-02,2009-01-08,,https://patents.google.com/patent/WO2009003231A1/en,
CN-106073707-A,The use of the gyroscope in individual's body-building tracking device and by bike activity ,飞比特公司,"洪廷旭, 谢尔顿·杰骄·袁, C·A·安德鲁",2013-06-03,2014-06-03,2016-11-09,,https://patents.google.com/patent/CN106073707A/en,
CN-113050422-B,Multi-robot scheduling method based on maximin function multi-objective optimization algorithm ,东北大学,"马连博, 杨舒钧, 王兴伟, 黄敏",2021-03-09,2021-03-09,2022-02-22,2022-02-22,https://patents.google.com/patent/CN113050422B/en,https://patentimages.storage.googleapis.com/f4/1b/5f/81369f9816aa43/HDA0002967602570000011.png
GB-2488898-A,Magnetic field communication system which adapts to changing network or environmental conditions ,Isis Innovation,"Andrew Markham, Niki Trigoni, Jean-Paul Van De Ven",2011-03-07,2012-03-07,2012-09-12,,https://patents.google.com/patent/GB2488898A/en,
